target_id	60_compatible1	60_compatible2	60_compatible3	60_incompatible1	60_incompatible3	60_incompatible4
AT4G05890.1	0.168932	0.151913	0.134958	0	0	0
AT4G06310.1	3.40982	3.04758	1.3298	0	0	0
AT4G06875.1	0.165786	0	0.127481	0	0	0
AT4G07135.1	0.15488	0.243747	0	0	0	0
AT4G08355.1	0.452923	0.388972	0.353613	0	0	0
AT4G08510.2	0.140176	0.148597	0	0	0	0
AT4G08530.1	0.198485	0.341287	0	0	0	0
AT4G08815.1	0.56727	0	0.448465	0	0	0
AT4G09035.1	0	0.434676	0.181501	0	0	0
AT4G09610.1	0.106527	0.551843	0	0	0	0
AT4G09975.1	0.248917	0	0.190355	0	0	0
AT4G13210.1	0.193967	0.213221	0.132103	0	0	0
AT4G14030.2	0.810104	0	0.536224	0	0	0
AT4G14170.2	0.0930942	0.236804	0.200009	0	0	0
AT4G14350.2	0.0249038	0.421288	0.146168	0	0	0
AT4G16460.2	0.25192	0	0.491537	0	0	0
AT4G17310.17	0	0.155112	0.241563	0	0	0
AT4G18905.2	0	0.217346	0.151127	0	0	0
AT4G19040.3	0.477755	1.07653	0.822682	0	0	0
AT4G20260.1	0.740164	0.605321	0.327664	0	0	0
AT4G20370.1	0	0.196912	0.182546	0	0	0
AT4G20920.4	0	0.292208	0.246385	0	0	0
AT4G22115.1	0	0.410933	0.185118	0	0	0
AT4G22635.1	0	0.72927	1.28398	0	0	0
AT4G23210.2	0	0.288792	0.117707	0	0	0
AT4G24450.2	0	0.1499	0.137707	0	0	0
AT4G24620.2	1.12257	0.344214	0	0	0	0
AT4G25100.1	0.167199	0.185022	0	0	0	0
AT4G25300.2	0.204106	0.170784	0.307259	0	0	0
AT4G29290.1	0	1.66234	0.374392	0	0	0
AT4G29548.1	0.605139	0	0.479084	0	0	0
AT4G30380.2	0.82212	0.586953	0.234232	0	0	0
AT4G31240.1	0	1.85778	0.321264	0	0	0
AT4G31420.2	0.651884	0	0.258952	0	0	0
AT4G32330.4	0.346261	0.171093	0.174365	0	0	0
AT4G33160.2	0	0.782194	0.544655	0	0	0
AT4G35620.2	0.24669	0.314192	0	0	0	0
AT4G35770.4	0	0.592278	0.105563	0	0	0
AT4G36000.2	0	0.304532	0.104895	0	0	0
AT4G36060.4	0.230302	0.189874	0	0	0	0
AT4G37553.2	0.338394	0.333311	0.344362	0	0	0
AT4G37940.1	0.372598	0.537171	0.690516	0	0	0
AT4G39370.3	0.136557	0.134687	0	0	0	0
AT4G39380.2	0.370751	0.036389	0.290401	0	0	0
AT5G01300.1	0	1.11497	0.10198	0	0	0
AT5G01645.1	0	0.184403	0.332638	0	0	0
AT5G05490.1	0.214097	0.549049	0.301274	0	0	0
AT5G06010.1	0.285247	0.127412	0	0	0	0
AT5G06250.5	0.157519	0.297014	0.0641022	0	0	0
AT5G07100.5	0	0.186481	0.367726	0	0	0
AT5G07555.1	0.363835	0.159943	0	0	0	0
AT5G09370.1	0	0.239107	0.104545	0	0	0
AT5G10030.4	0.186117	0	0.267428	0	0	0
AT5G13181.2	0.534008	1.08979	0	0	0	0
AT5G13570.2	0.297939	0.35897	0	0	0	0
AT5G15025.1	0.762244	0.105148	0	0	0	0
AT5G16235.2	0.242649	0.365962	0.410134	0	0	0
AT5G16980.3	0.254238	0.316094	0	0	0	0
AT5G18810.2	0.106156	0.536622	0	0	0	0
AT5G22765.1	0.628218	0.802018	0.96617	0	0	0
AT5G23260.4	0	0.949694	0.340517	0	0	0
AT5G23405.2	0.484292	0.230386	0	0	0	0
AT5G24810.2	0.200208	0	0.176711	0	0	0
AT5G24860.3	2.94975	1.02296	0.864117	0	0	0
AT5G25470.3	0.193211	0.419856	0	0	0	0
AT5G25756.1	0	0.267245	0.204518	0	0	0
AT5G25980.1	0.335561	0.171939	0.316631	0	0	0
AT5G27290.2	0.18463	0.151753	0	0	0	0
AT5G36880.5	0	0.252132	0.986107	0	0	0
AT5G39630.1	0.118159	0.410411	0	0	0	0
AT5G40840.2	2.02696e-6	0.602011	0.119141	0	0	0
AT5G42895.1	0	0.261147	0.123613	0	0	0
AT5G43650.2	0.565092	0	0.130881	0	0	0
AT5G44310.2	0	1.1987	0.111044	0	0	0
AT5G44540.1	0.166094	0.152829	0	0	0	0
AT5G44973.1	0	0.257403	0.114969	0	0	0
AT5G45580.3	0.101645	0.18693100000000001	0	0	0	0
AT5G45690.1	0	2.11196	0.164573	0	0	0
AT5G46297.1	0	0.2319	0.108981	0	0	0
AT5G46300.1	0	0.44011	0.132314	0	0	0
AT5G46870.2	0.965288	0.606519	1.74115	0	0	0
AT5G47720.5	0	0.133631	0.131934	0	0	0
AT5G48090.1	0.356458	0	0.17	0	0	0
AT5G48575.1	0.151311	0.132807	0.121769	0	0	0
AT5G52770.1	0	0.179514	0.170283	0	0	0
AT5G53020.2	0.246354	0.23091	0.329553	0	0	0
AT5G54590.1	0	0.311103	0.213161	0	0	0
AT5G56610.2	0.253824	0.271688	0	0	0	0
AT5G56850.7	0.517523	0	0.517791	0	0	0
AT5G58890.1	0.126802	0.104701	0.142473	0	0	0
AT5G59780.3	0.107619	0	0.180666	0	0	0
AT5G62165.10	0.321045	0.768929	0	0	0	0
